1,37.495,127.06,19
2,37.55,127.15,16
3,37.639,127.01,15
4,37.561,126.82,16
5,37.468,126.95,23
6,37.546,127.09,17
7,37.495,126.86,21
8,37.46,126.9,17
9,37.653,127.07,14
10,37.669,127.03,12
11,37.582,127.06,16
12,37.498,126.95,25
13,37.56,126.91,27
14,37.578,126.94,17
15,37.474,127.03,21
16,37.551,127.04,18
17,37.606,127.02,26
18,37.504,127.11,24
19,37.525,126.85,13
20,37.522,126.91,18
21,37.531,126.98,15
22,37.618,126.93,16
23,37.595,126.98,14
24,37.564,127,16
25,37.599,127.09,13
26,37.813,127.44,110
27,37.406,127.26,133
28,37.245,126.98,154
29,37.806,127.08,135
30,37.591,127.13,175
31,37.63,127.21,113
32,37.759,126.77,98
33,37.267,127.12,153
34,37.237,127.2,218
35,37.215,126.8,338
36,37.519,126.78,197
37,37.45,127.16,170
38,37.348,126.94,318
39,37.241,126.58,176
40,37.454,126.79,230
41,37.612,127.14,135
42,37.209,127.08,172
43,37.665,127.11,74
44,37.427,127,106
45,37.924,127.07,105
46,37.462,127.14,77
47,37.291,126.87,91
48,37.667,127.11,68
49,37.007,127.28,227
50,37.32,126.96,237
51,37.342,126.96,200
52,37.862,127.16,110
53,37.475,126.79,235
54,37.44,126.88,281
55,37.085,127.05,137
56,35.777,126.92,241
57,37.411,126.92,235
58,37.39,126.93,304
59,37.256,127.07,192
60,37.151,127.07,243
61,37.538,126.78,328
62,37.523,127.59,114
63,37.728,126.74,94
64,37.39,127.05,235
65,37.328,126.8,213
66,37.312,126.79,237
67,37.723,126.55,171
68,37.745,127.05,115
69,37.739,127.05,115
70,37.353,126.74,321
71,37.363,127.12,171
72,37.671,126.76,154
73,37.496,126.77,245
74,37.437,126.98,147
75,37.283,127.45,167
76,37.297,126.98,236
77,37.478,126.87,222
78,37.619,126.84,232
79,37.381,126.96,276
80,37.265,126.95,204
81,37.311,126.83,204
82,37.653,127.32,122
83,37.609,126.67,74
84,37.545,126.72,56
85,37.392,126.71,66
86,37.449,126.71,78
87,37.405,126.73,59
88,37.405,126.66,151
89,37.496,126.72,145
90,37.505,126.67,155
91,37.38,126.65,140
92,37.475,126.65,112
93,37.473,126.68,77
94,37.463,126.65,142
95,37.47,126.63,298
96,37.546,126.67,131
97,37.468,126.46,100
98,37.594,126.7,121
99,37.532,126.62,92
100,38.223,127.31,112
101,37.411,129.17,85
102,37.3,127.81,96
103,37.326,127.99,148
104,38.383,128.46,101
105,37.861,127.75,98
106,38.21,128.58,147
107,38.019,128.6,130
108,37.187,128.52,117
109,37.758,128.9,102
110,37.374,128.65,91
111,37.363,127.95,145
