지점,지점명,일시,풍속(m/s),풍향(16방위)
22103,거문도,2019-04-05 1:00,8,276
22103,거문도,2019-04-05 2:00,6.7,271
22103,거문도,2019-04-05 3:00,6.8,268
22103,거문도,2019-04-05 4:00,5.9,271
22103,거문도,2019-04-05 5:00,7,281
22103,거문도,2019-04-05 6:00,7.1,267
22103,거문도,2019-04-05 7:00,7.7,272
22103,거문도,2019-04-05 8:00,4.9,290
22103,거문도,2019-04-05 9:00,7.6,279
22103,거문도,2019-04-05 10:00,8.4,278
22103,거문도,2019-04-05 11:00,6.8,283
22103,거문도,2019-04-05 12:00,8.4,270
22103,거문도,2019-04-05 13:00,9,266
22103,거문도,2019-04-05 14:00,9.2,266
22103,거문도,2019-04-05 15:00,8.9,268
22103,거문도,2019-04-05 16:00,8.9,263
22103,거문도,2019-04-05 17:00,9.5,267
22103,거문도,2019-04-05 18:00,9.4,263
22103,거문도,2019-04-05 19:00,8.6,258
22103,거문도,2019-04-05 20:00,9.2,261
22103,거문도,2019-04-05 21:00,7.9,262
22103,거문도,2019-04-05 22:00,8.5,268
22103,거문도,2019-04-05 23:00,9.1,279
22103,거문도,2019-04-06 0:00,9.2,273
