지점,지점명,일시,풍속(m/s),풍향(16방위)
137,상주,2019-04-05 01:00,1.9,250
137,상주,2019-04-05 02:00,2.8,290
137,상주,2019-04-05 03:00,2.4,230
137,상주,2019-04-05 04:00,2.1,270
137,상주,2019-04-05 05:00,3,270
137,상주,2019-04-05 06:00,2.4,250
137,상주,2019-04-05 07:00,3,270
137,상주,2019-04-05 08:00,2.8,270
137,상주,2019-04-05 09:00,2.4,270
137,상주,2019-04-05 10:00,2.9,270
137,상주,2019-04-05 11:00,3.9,270
137,상주,2019-04-05 12:00,3.6,270
137,상주,2019-04-05 13:00,2.9,270
137,상주,2019-04-05 14:00,5.3,270
137,상주,2019-04-05 15:00,4.1,270
137,상주,2019-04-05 16:00,6.2,270
137,상주,2019-04-05 17:00,5,270
137,상주,2019-04-05 18:00,3,270
137,상주,2019-04-05 19:00,3.8,270
137,상주,2019-04-05 20:00,1.8,270
137,상주,2019-04-05 21:00,2,250
137,상주,2019-04-05 22:00,1.4,180
137,상주,2019-04-05 23:00,1.8,270
137,상주,2019-04-06 00:00,2,250
