지점,지점명,일시,풍속(m/s),풍향(16방위)
136,안동,2019-04-05 01:00,1.8,320
136,안동,2019-04-05 02:00,1,340
136,안동,2019-04-05 03:00,.8,110
136,안동,2019-04-05 04:00,.6,110
136,안동,2019-04-05 05:00,.6,110
136,안동,2019-04-05 06:00,1.3,110
136,안동,2019-04-05 07:00,.5,20
136,안동,2019-04-05 08:00,.6,230
136,안동,2019-04-05 09:00,2.3,270
136,안동,2019-04-05 10:00,3.4,290
136,안동,2019-04-05 11:00,3.4,290
136,안동,2019-04-05 12:00,4.4,270
136,안동,2019-04-05 13:00,4.1,270
136,안동,2019-04-05 14:00,4.6,250
136,안동,2019-04-05 15:00,5.9,270
136,안동,2019-04-05 16:00,6.4,270
136,안동,2019-04-05 17:00,5,290
136,안동,2019-04-05 18:00,6.3,290
136,안동,2019-04-05 19:00,4.5,290
136,안동,2019-04-05 20:00,3.4,290
136,안동,2019-04-05 21:00,2,290
136,안동,2019-04-05 22:00,1.3,320
136,안동,2019-04-05 23:00,1.3,290
136,안동,2019-04-06 00:00,1.8,320
