지점,지점명,일시,풍속(m/s),풍향(16방위)
133,대전,2019-04-05 01:00,2.4,200
133,대전,2019-04-05 02:00,2,230
133,대전,2019-04-05 03:00,3.2,200
133,대전,2019-04-05 04:00,3.1,200
133,대전,2019-04-05 05:00,3.4,200
133,대전,2019-04-05 06:00,4.8,180
133,대전,2019-04-05 07:00,3.3,200
133,대전,2019-04-05 08:00,2.2,230
133,대전,2019-04-05 09:00,2.4,200
133,대전,2019-04-05 10:00,2.5,230
133,대전,2019-04-05 11:00,1.8,230
133,대전,2019-04-05 12:00,2.9,230
133,대전,2019-04-05 13:00,5,200
133,대전,2019-04-05 14:00,3.1,200
133,대전,2019-04-05 15:00,2.3,250
133,대전,2019-04-05 16:00,2,230
133,대전,2019-04-05 17:00,3,200
133,대전,2019-04-05 18:00,2.6,200
133,대전,2019-04-05 19:00,2.5,200
133,대전,2019-04-05 20:00,1.6,250
133,대전,2019-04-05 21:00,1,200
133,대전,2019-04-05 22:00,1.8,230
133,대전,2019-04-05 23:00,1.3,230
133,대전,2019-04-06 00:00,1.2,200
