지점,지점명,일시,풍속(m/s),풍향(16방위)
202,양평,2019-04-05 01:00,1.1,200
202,양평,2019-04-05 02:00,2.3,200
202,양평,2019-04-05 03:00,.7,200
202,양평,2019-04-05 04:00,.5,200
202,양평,2019-04-05 05:00,.2,0
202,양평,2019-04-05 06:00,.6,270
202,양평,2019-04-05 07:00,.2,0
202,양평,2019-04-05 08:00,.6,270
202,양평,2019-04-05 09:00,1.1,230
202,양평,2019-04-05 10:00,1,160
202,양평,2019-04-05 11:00,1.5,200
202,양평,2019-04-05 12:00,1.1,110
202,양평,2019-04-05 13:00,4.6,320
202,양평,2019-04-05 14:00,4.2,320
202,양평,2019-04-05 15:00,5.2,320
202,양평,2019-04-05 16:00,3.7,290
202,양평,2019-04-05 17:00,4.8,320
202,양평,2019-04-05 18:00,3.5,290
202,양평,2019-04-05 19:00,3.5,270
202,양평,2019-04-05 20:00,1.9,250
202,양평,2019-04-05 21:00,1.6,340
202,양평,2019-04-05 22:00,1,70
202,양평,2019-04-05 23:00,1.3,360
202,양평,2019-04-06 00:00,1.7,340
