지점,지점명,일시,풍속(m/s),풍향(16방위)
22108,외연도,2019-04-05 1:00,7.9,209
22108,외연도,2019-04-05 2:00,8.4,218
22108,외연도,2019-04-05 3:00,8.5,226
22108,외연도,2019-04-05 4:00,8.5,228
22108,외연도,2019-04-05 5:00,9.2,246
22108,외연도,2019-04-05 6:00,8.1,236
22108,외연도,2019-04-05 7:00,7.4,237
22108,외연도,2019-04-05 8:00,6.3,263
22108,외연도,2019-04-05 9:00,6,289
22108,외연도,2019-04-05 10:00,4.9,317
22108,외연도,2019-04-05 11:00,3.6,333
22108,외연도,2019-04-05 12:00,3.3,336
22108,외연도,2019-04-05 13:00,2.6,358
22108,외연도,2019-04-05 14:00,4.7,350
22108,외연도,2019-04-05 15:00,4.5,335
22108,외연도,2019-04-05 16:00,5.5,349
22108,외연도,2019-04-05 17:00,4.6,338
22108,외연도,2019-04-05 18:00,4,326
22108,외연도,2019-04-05 19:00,4,344
22108,외연도,2019-04-05 20:00,4.6,328
22108,외연도,2019-04-05 21:00,4.5,312
22108,외연도,2019-04-05 22:00,3.5,316
22108,외연도,2019-04-05 23:00,0.8,285
22108,외연도,2019-04-06 0:00,2.1,350
