지점,지점명,일시,풍속(m/s),풍향(16방위)
159,부산,2019-04-05 01:00,5.4,270
159,부산,2019-04-05 02:00,4.9,250
159,부산,2019-04-05 03:00,8.2,270
159,부산,2019-04-05 04:00,6.9,270
159,부산,2019-04-05 05:00,4.1,270
159,부산,2019-04-05 06:00,4.9,250
159,부산,2019-04-05 07:00,7.5,250
159,부산,2019-04-05 08:00,6.8,250
159,부산,2019-04-05 09:00,4.8,250
159,부산,2019-04-05 10:00,6.8,250
159,부산,2019-04-05 11:00,6,270
159,부산,2019-04-05 12:00,6.6,200
159,부산,2019-04-05 13:00,6.6,200
159,부산,2019-04-05 14:00,6.5,230
159,부산,2019-04-05 15:00,6.4,230
159,부산,2019-04-05 16:00,7.2,230
159,부산,2019-04-05 17:00,7.2,270
159,부산,2019-04-05 18:00,6,270
159,부산,2019-04-05 19:00,5.8,270
159,부산,2019-04-05 20:00,5.9,270
159,부산,2019-04-05 21:00,5.3,270
159,부산,2019-04-05 22:00,4.5,270
159,부산,2019-04-05 23:00,3.6,270
159,부산,2019-04-06 00:00,1.2,160
