지점,지점명,일시,풍속(m/s),풍향(16방위)
100,대관령,2019-04-05 01:00,3.6,250
100,대관령,2019-04-05 02:00,6.8,270
100,대관령,2019-04-05 03:00,6.8,270
100,대관령,2019-04-05 04:00,8.8,270
100,대관령,2019-04-05 05:00,8.6,270
100,대관령,2019-04-05 06:00,10.6,270
100,대관령,2019-04-05 07:00,11.7,270
100,대관령,2019-04-05 08:00,10.2,270
100,대관령,2019-04-05 09:00,8,270
100,대관령,2019-04-05 10:00,8.3,270
100,대관령,2019-04-05 11:00,8.9,250
100,대관령,2019-04-05 12:00,7.3,270
100,대관령,2019-04-05 13:00,8,270
100,대관령,2019-04-05 14:00,8.5,270
100,대관령,2019-04-05 15:00,7.3,270
100,대관령,2019-04-05 16:00,5.3,270
100,대관령,2019-04-05 17:00,4.3,250
100,대관령,2019-04-05 18:00,6.3,270
100,대관령,2019-04-05 19:00,4.1,250
100,대관령,2019-04-05 20:00,3.8,270
100,대관령,2019-04-05 21:00,3.5,270
100,대관령,2019-04-05 22:00,5,270
100,대관령,2019-04-05 23:00,1.9,270
100,대관령,2019-04-06 00:00,3.7,250
