지점,지점명,일시,풍속(m/s),풍향(16방위)
22105,동해,2019-04-05 1:00,4.8,242
22105,동해,2019-04-05 2:00,4.2,242
22105,동해,2019-04-05 3:00,2.5,224
22105,동해,2019-04-05 4:00,2.4,263
22105,동해,2019-04-05 5:00,11.6,250
22105,동해,2019-04-05 6:00,4.7,243
22105,동해,2019-04-05 7:00,9.7,278
22105,동해,2019-04-05 8:00,11.8,283
22105,동해,2019-04-05 9:00,8.7,271
22105,동해,2019-04-05 10:00,9.6,261
22105,동해,2019-04-05 11:00,7.1,250
22105,동해,2019-04-05 12:00,9,247
22105,동해,2019-04-05 13:00,5.9,215
22105,동해,2019-04-05 14:00,4.8,225
22105,동해,2019-04-05 15:00,1.8,330
22105,동해,2019-04-05 16:00,7.3,24
22105,동해,2019-04-05 17:00,6.1,38
22105,동해,2019-04-05 18:00,5.5,42
22105,동해,2019-04-05 19:00,3.7,50
22105,동해,2019-04-05 20:00,2.4,77
22105,동해,2019-04-05 21:00,1.6,86
22105,동해,2019-04-05 22:00,0.5,125
22105,동해,2019-04-05 23:00,1.9,180
22105,동해,2019-04-06 0:00,3.2,197
