지점,지점명,일시,풍속(m/s),풍향(16방위)
129,서산,2019-04-05 01:00,4.6,320
129,서산,2019-04-05 02:00,5.4,270
129,서산,2019-04-05 03:00,5.9,270
129,서산,2019-04-05 04:00,3.9,250
129,서산,2019-04-05 05:00,5.1,320
129,서산,2019-04-05 06:00,4.8,230
129,서산,2019-04-05 07:00,3.7,320
129,서산,2019-04-05 08:00,3.4,290
129,서산,2019-04-05 09:00,2.8,290
129,서산,2019-04-05 10:00,2.4,290
129,서산,2019-04-05 11:00,2.6,290
129,서산,2019-04-05 12:00,4,340
129,서산,2019-04-05 13:00,3.2,340
129,서산,2019-04-05 14:00,4.2,340
129,서산,2019-04-05 15:00,4.4,340
129,서산,2019-04-05 16:00,4.5,340
129,서산,2019-04-05 17:00,4.4,340
129,서산,2019-04-05 18:00,4.6,340
129,서산,2019-04-05 19:00,2,340
129,서산,2019-04-05 20:00,1.4,90
129,서산,2019-04-05 21:00,.9,360
129,서산,2019-04-05 22:00,2.1,360
129,서산,2019-04-05 23:00,.8,50
129,서산,2019-04-06 00:00,.3,0
