지점,지점명,일시,풍속(m/s),풍향(16방위)
114,원주,2019-04-05 01:00,1.8,230
114,원주,2019-04-05 02:00,1.7,230
114,원주,2019-04-05 03:00,1.7,230
114,원주,2019-04-05 04:00,.4,0
114,원주,2019-04-05 05:00,1.6,290
114,원주,2019-04-05 06:00,.9,340
114,원주,2019-04-05 07:00,1,270
114,원주,2019-04-05 08:00,.9,290
114,원주,2019-04-05 09:00,.8,340
114,원주,2019-04-05 10:00,.4,0
114,원주,2019-04-05 11:00,2.3,250
114,원주,2019-04-05 12:00,2.4,230
114,원주,2019-04-05 13:00,2.9,230
114,원주,2019-04-05 14:00,3.1,250
114,원주,2019-04-05 15:00,3.4,250
114,원주,2019-04-05 16:00,3.6,250
114,원주,2019-04-05 17:00,3.7,230
114,원주,2019-04-05 18:00,2.7,250
114,원주,2019-04-05 19:00,2.7,250
114,원주,2019-04-05 20:00,2.2,230
114,원주,2019-04-05 21:00,1.4,230
114,원주,2019-04-05 22:00,.8,230
114,원주,2019-04-05 23:00,1.3,230
114,원주,2019-04-06 00:00,1.3,250
