지점,지점명,일시,풍속(m/s),풍향(16방위)
22104,거제도,2019-04-05 1:00,10.8,253
22104,거제도,2019-04-05 2:00,11.2,247
22104,거제도,2019-04-05 3:00,11.5,246
22104,거제도,2019-04-05 4:00,11.2,244
22104,거제도,2019-04-05 5:00,9.9,254
22104,거제도,2019-04-05 6:00,10.5,257
22104,거제도,2019-04-05 7:00,9.7,255
22104,거제도,2019-04-05 8:00,10.7,247
22104,거제도,2019-04-05 9:00,10.2,242
22104,거제도,2019-04-05 10:00,9.9,241
22104,거제도,2019-04-05 11:00,10.2,236
22104,거제도,2019-04-05 12:00,12.2,240
22104,거제도,2019-04-05 13:00,11.3,239
22104,거제도,2019-04-05 14:00,11.8,235
22104,거제도,2019-04-05 15:00,10.8,233
22104,거제도,2019-04-05 16:00,11.6,243
22104,거제도,2019-04-05 17:00,10,238
22104,거제도,2019-04-05 18:00,10.1,237
22104,거제도,2019-04-05 19:00,9.7,238
22104,거제도,2019-04-05 20:00,9.3,238
22104,거제도,2019-04-05 21:00,8.2,231
22104,거제도,2019-04-05 22:00,8,230
22104,거제도,2019-04-05 23:00,9.3,237
22104,거제도,2019-04-06 0:00,9.4,244
