지점,지점명,일시,풍속(m/s),풍향(16방위)
14141,추가,2019-04-05 1:00,9.3,270
14141,추가,2019-04-05 2:00,10,250
14141,추가,2019-04-05 3:00,10.2,270
14141,추가,2019-04-05 4:00,10,270
14141,추가,2019-04-05 5:00,10.8,270
14141,추가,2019-04-05 6:00,7.3,250
14141,추가,2019-04-05 7:00,8.7,250
14141,추가,2019-04-05 8:00,10.3,250
14141,추가,2019-04-05 9:00,12.8,250
14141,추가,2019-04-05 10:00,12,250
14141,추가,2019-04-05 11:00,11.3,270
14141,추가,2019-04-05 12:00,12.2,200
14141,추가,2019-04-05 13:00,10.3,200
14141,추가,2019-04-05 14:00,10,230
14141,추가,2019-04-05 15:00,6.5,230
14141,추가,2019-04-05 16:00,9.1,230
14141,추가,2019-04-05 17:00,9.5,270
14141,추가,2019-04-05 18:00,7.2,270
14141,추가,2019-04-05 19:00,6,270
14141,추가,2019-04-05 20:00,5.8,270
14141,추가,2019-04-05 21:00,2.6,270
14141,추가,2019-04-05 22:00,1.2,270
14141,추가,2019-04-05 23:00,0.1,270
14141,추가,2019-04-06 0:00,0.3,160
