지점,지점명,일시,풍속(m/s),풍향(16방위)
295,남해,2019-04-05 01:00,1.1,250
295,남해,2019-04-05 02:00,1.9,270
295,남해,2019-04-05 03:00,1.3,290
295,남해,2019-04-05 04:00,2,270
295,남해,2019-04-05 05:00,2.4,290
295,남해,2019-04-05 06:00,2.5,290
295,남해,2019-04-05 07:00,2.7,270
295,남해,2019-04-05 08:00,3.2,250
295,남해,2019-04-05 09:00,3.6,270
295,남해,2019-04-05 10:00,3.2,290
295,남해,2019-04-05 11:00,3.1,290
295,남해,2019-04-05 12:00,2.6,250
295,남해,2019-04-05 13:00,2.8,250
295,남해,2019-04-05 14:00,2.2,230
295,남해,2019-04-05 15:00,2.6,250
295,남해,2019-04-05 16:00,3,290
295,남해,2019-04-05 17:00,3.8,290
295,남해,2019-04-05 18:00,2.9,290
295,남해,2019-04-05 19:00,2.1,290
295,남해,2019-04-05 20:00,1.6,250
295,남해,2019-04-05 21:00,2.1,270
295,남해,2019-04-05 22:00,1.9,250
295,남해,2019-04-05 23:00,2.5,250
295,남해,2019-04-06 00:00,3.6,270
