지점,지점명,일시,풍속(m/s),풍향(16방위)
99,파주,2019-04-05 01:00,3.3,250
99,파주,2019-04-05 02:00,3.1,250
99,파주,2019-04-05 03:00,2.6,250
99,파주,2019-04-05 04:00,3.5,250
99,파주,2019-04-05 05:00,3.2,250
99,파주,2019-04-05 06:00,2.3,250
99,파주,2019-04-05 07:00,1.4,250
99,파주,2019-04-05 08:00,1.8,230
99,파주,2019-04-05 09:00,2.6,270
99,파주,2019-04-05 10:00,3.1,340
99,파주,2019-04-05 11:00,4.5,340
99,파주,2019-04-05 12:00,3.5,340
99,파주,2019-04-05 13:00,3.9,320
99,파주,2019-04-05 14:00,3.5,340
99,파주,2019-04-05 15:00,3.7,340
99,파주,2019-04-05 16:00,4.1,320
99,파주,2019-04-05 17:00,4,360
99,파주,2019-04-05 18:00,3.8,360
99,파주,2019-04-05 19:00,3,360
99,파주,2019-04-05 20:00,2.6,360
99,파주,2019-04-05 21:00,2.1,360
99,파주,2019-04-05 22:00,1,360
99,파주,2019-04-05 23:00,.8,360
99,파주,2019-04-06 00:00,0,0
