지점,지점명,일시,풍속(m/s),풍향(16방위)
143,대구,2019-04-05 01:00,1.9,320
143,대구,2019-04-05 02:00,2.3,340
143,대구,2019-04-05 03:00,1.6,320
143,대구,2019-04-05 04:00,.5,290
143,대구,2019-04-05 05:00,.4,0
143,대구,2019-04-05 06:00,.3,0
143,대구,2019-04-05 07:00,0,0
143,대구,2019-04-05 08:00,2.8,340
143,대구,2019-04-05 09:00,1.5,290
143,대구,2019-04-05 10:00,2.6,270
143,대구,2019-04-05 11:00,3.9,270
143,대구,2019-04-05 12:00,3.7,290
143,대구,2019-04-05 13:00,4.7,320
143,대구,2019-04-05 14:00,5.9,290
143,대구,2019-04-05 15:00,6.5,270
143,대구,2019-04-05 16:00,5.4,290
143,대구,2019-04-05 17:00,5.2,270
143,대구,2019-04-05 18:00,4.5,270
143,대구,2019-04-05 19:00,4.5,270
143,대구,2019-04-05 20:00,3.4,270
143,대구,2019-04-05 21:00,3,290
143,대구,2019-04-05 22:00,2.1,320
143,대구,2019-04-05 23:00,2.6,320
143,대구,2019-04-06 00:00,2.5,320
