지점,지점명,일시,풍속(m/s),풍향(16방위)
130,울진,2019-04-05 01:00,3,160
130,울진,2019-04-05 02:00,6.8,250
130,울진,2019-04-05 03:00,8.7,250
130,울진,2019-04-05 04:00,8.5,270
130,울진,2019-04-05 05:00,5.9,270
130,울진,2019-04-05 06:00,3.6,250
130,울진,2019-04-05 07:00,4.2,230
130,울진,2019-04-05 08:00,3.3,200
130,울진,2019-04-05 09:00,4.7,230
130,울진,2019-04-05 10:00,5.5,230
130,울진,2019-04-05 11:00,4.5,230
130,울진,2019-04-05 12:00,3.5,250
130,울진,2019-04-05 13:00,5.8,230
130,울진,2019-04-05 14:00,4.1,230
130,울진,2019-04-05 15:00,6,360
130,울진,2019-04-05 16:00,4.8,340
130,울진,2019-04-05 17:00,2.8,360
130,울진,2019-04-05 18:00,3.4,340
130,울진,2019-04-05 19:00,2,320
130,울진,2019-04-05 20:00,1.1,270
130,울진,2019-04-05 21:00,1.6,270
130,울진,2019-04-05 22:00,1.8,270
130,울진,2019-04-05 23:00,1.6,270
130,울진,2019-04-06 00:00,1.9,270
