지점,지점명,일시,풍속(m/s),풍향(16방위)
251,고창군,2019-04-05 01:00,1,140
251,고창군,2019-04-05 02:00,1.1,160
251,고창군,2019-04-05 03:00,1.9,160
251,고창군,2019-04-05 04:00,1.5,140
251,고창군,2019-04-05 05:00,1.5,140
251,고창군,2019-04-05 06:00,1.3,140
251,고창군,2019-04-05 07:00,1.6,160
251,고창군,2019-04-05 08:00,2.2,160
251,고창군,2019-04-05 09:00,2.5,180
251,고창군,2019-04-05 10:00,2.4,230
251,고창군,2019-04-05 11:00,3.4,270
251,고창군,2019-04-05 12:00,3.6,270
251,고창군,2019-04-05 13:00,2.7,250
251,고창군,2019-04-05 14:00,2.3,230
251,고창군,2019-04-05 15:00,2.7,250
251,고창군,2019-04-05 16:00,3.1,250
251,고창군,2019-04-05 17:00,2.8,250
251,고창군,2019-04-05 18:00,2.4,290
251,고창군,2019-04-05 19:00,1.6,250
251,고창군,2019-04-05 20:00,.7,140
251,고창군,2019-04-05 21:00,.1,0
251,고창군,2019-04-05 22:00,.3,0
251,고창군,2019-04-05 23:00,.3,0
251,고창군,2019-04-06 00:00,.1,0
