지점,지점명,일시,풍속(m/s),풍향(16방위)
284,거창,2019-04-05 01:00,.2,0
284,거창,2019-04-05 02:00,.3,0
284,거창,2019-04-05 03:00,.7,340
284,거창,2019-04-05 04:00,.9,360
284,거창,2019-04-05 05:00,1,360
284,거창,2019-04-05 06:00,1,320
284,거창,2019-04-05 07:00,.2,0
284,거창,2019-04-05 08:00,1.7,140
284,거창,2019-04-05 09:00,.9,270
284,거창,2019-04-05 10:00,2.1,200
284,거창,2019-04-05 11:00,5.2,290
284,거창,2019-04-05 12:00,4,270
284,거창,2019-04-05 13:00,3.1,230
284,거창,2019-04-05 14:00,4.8,250
284,거창,2019-04-05 15:00,3.1,270
284,거창,2019-04-05 16:00,2.3,270
284,거창,2019-04-05 17:00,3.5,250
284,거창,2019-04-05 18:00,4.7,290
284,거창,2019-04-05 19:00,4.9,250
284,거창,2019-04-05 20:00,4,230
284,거창,2019-04-05 21:00,4.2,250
284,거창,2019-04-05 22:00,3.1,250
284,거창,2019-04-05 23:00,1.3,50
284,거창,2019-04-06 00:00,.6,70
