지점,지점명,일시,풍속(m/s),풍향(16방위)
259,강진군,2019-04-05 01:00,1.8,320
259,강진군,2019-04-05 02:00,1.5,320
259,강진군,2019-04-05 03:00,.6,290
259,강진군,2019-04-05 04:00,1.4,340
259,강진군,2019-04-05 05:00,1.1,340
259,강진군,2019-04-05 06:00,.8,70
259,강진군,2019-04-05 07:00,.1,0
259,강진군,2019-04-05 08:00,1.4,70
259,강진군,2019-04-05 09:00,.7,140
259,강진군,2019-04-05 10:00,1.7,200
259,강진군,2019-04-05 11:00,3.6,290
259,강진군,2019-04-05 12:00,6.3,290
259,강진군,2019-04-05 13:00,5.3,270
259,강진군,2019-04-05 14:00,5.2,270
259,강진군,2019-04-05 15:00,4.4,290
259,강진군,2019-04-05 16:00,4.3,290
259,강진군,2019-04-05 17:00,3.7,270
259,강진군,2019-04-05 18:00,2.2,290
259,강진군,2019-04-05 19:00,3,320
259,강진군,2019-04-05 20:00,1.2,320
259,강진군,2019-04-05 21:00,1.9,320
259,강진군,2019-04-05 22:00,3,290
259,강진군,2019-04-05 23:00,1.7,250
259,강진군,2019-04-06 00:00,1.9,290
