지점,지점명,일시,풍속(m/s),풍향(16방위)
288,밀양,2019-04-05 01:00,.4,0
288,밀양,2019-04-05 02:00,.3,0
288,밀양,2019-04-05 03:00,.4,0
288,밀양,2019-04-05 04:00,.2,0
288,밀양,2019-04-05 05:00,.3,0
288,밀양,2019-04-05 06:00,.4,0
288,밀양,2019-04-05 07:00,.2,0
288,밀양,2019-04-05 08:00,.1,0
288,밀양,2019-04-05 09:00,.6,290
288,밀양,2019-04-05 10:00,1.5,160
288,밀양,2019-04-05 11:00,1.7,160
288,밀양,2019-04-05 12:00,3.4,270
288,밀양,2019-04-05 13:00,3.8,250
288,밀양,2019-04-05 14:00,3.5,290
288,밀양,2019-04-05 15:00,4.2,320
288,밀양,2019-04-05 16:00,4.5,290
288,밀양,2019-04-05 17:00,2.3,290
288,밀양,2019-04-05 18:00,3.4,290
288,밀양,2019-04-05 19:00,3.1,290
288,밀양,2019-04-05 20:00,1.5,290
288,밀양,2019-04-05 21:00,.3,0
288,밀양,2019-04-05 22:00,.4,0
288,밀양,2019-04-05 23:00,.5,290
288,밀양,2019-04-06 00:00,.3,0
