지점,지점명,일시,풍속(m/s),풍향(16방위)
261,해남,2019-04-05 01:00,0,0
261,해남,2019-04-05 02:00,.2,0
261,해남,2019-04-05 03:00,0,0
261,해남,2019-04-05 04:00,1.5,20
261,해남,2019-04-05 05:00,.1,0
261,해남,2019-04-05 06:00,0,0
261,해남,2019-04-05 07:00,.2,0
261,해남,2019-04-05 08:00,0,0
261,해남,2019-04-05 09:00,0,0
261,해남,2019-04-05 10:00,3,250
261,해남,2019-04-05 11:00,2.8,250
261,해남,2019-04-05 12:00,4.6,270
261,해남,2019-04-05 13:00,4.7,250
261,해남,2019-04-05 14:00,3.9,320
261,해남,2019-04-05 15:00,4.1,320
261,해남,2019-04-05 16:00,3.8,290
261,해남,2019-04-05 17:00,2.7,290
261,해남,2019-04-05 18:00,3.2,320
261,해남,2019-04-05 19:00,3.8,320
261,해남,2019-04-05 20:00,.7,290
261,해남,2019-04-05 21:00,2,250
261,해남,2019-04-05 22:00,2.7,270
261,해남,2019-04-05 23:00,0,0
261,해남,2019-04-06 00:00,.2,0
