지점,지점명,일시,풍속(m/s),풍향(16방위)
236,부여,2019-04-05 01:00,1.2,160
236,부여,2019-04-05 02:00,.5,90
236,부여,2019-04-05 03:00,2,160
236,부여,2019-04-05 04:00,2.7,160
236,부여,2019-04-05 05:00,2.8,140
236,부여,2019-04-05 06:00,2.7,140
236,부여,2019-04-05 07:00,2.5,200
236,부여,2019-04-05 08:00,1.4,200
236,부여,2019-04-05 09:00,.8,160
236,부여,2019-04-05 10:00,2.8,230
236,부여,2019-04-05 11:00,2.9,230
236,부여,2019-04-05 12:00,3.3,200
236,부여,2019-04-05 13:00,3,200
236,부여,2019-04-05 14:00,3.8,230
236,부여,2019-04-05 15:00,4.5,230
236,부여,2019-04-05 16:00,3.9,290
236,부여,2019-04-05 17:00,4,290
236,부여,2019-04-05 18:00,2.6,290
236,부여,2019-04-05 19:00,1.5,290
236,부여,2019-04-05 20:00,1.4,270
236,부여,2019-04-05 21:00,.6,320
236,부여,2019-04-05 22:00,.3,0
236,부여,2019-04-05 23:00,.4,0
236,부여,2019-04-06 00:00,.3,0
