지점,지점명,일시,풍속(m/s),풍향(16방위)
248,장수,2019-04-05 01:00,2.3,160
248,장수,2019-04-05 02:00,2.1,160
248,장수,2019-04-05 03:00,1.6,160
248,장수,2019-04-05 04:00,1.9,160
248,장수,2019-04-05 05:00,2,180
248,장수,2019-04-05 06:00,2.4,160
248,장수,2019-04-05 07:00,2.2,180
248,장수,2019-04-05 08:00,3,160
248,장수,2019-04-05 09:00,4.4,160
248,장수,2019-04-05 10:00,2.6,160
248,장수,2019-04-05 11:00,2.1,160
248,장수,2019-04-05 12:00,5.8,230
248,장수,2019-04-05 13:00,4.4,270
248,장수,2019-04-05 14:00,4.2,230
248,장수,2019-04-05 15:00,3.5,340
248,장수,2019-04-05 16:00,4.4,290
248,장수,2019-04-05 17:00,3.7,290
248,장수,2019-04-05 18:00,3.1,320
248,장수,2019-04-05 19:00,2.4,50
248,장수,2019-04-05 20:00,1.4,160
248,장수,2019-04-05 21:00,.7,70
248,장수,2019-04-05 22:00,.1,0
248,장수,2019-04-05 23:00,.4,0
248,장수,2019-04-06 00:00,.4,0
