지점,지점명,일시,풍속(m/s),풍향(16방위)
211,인제,2019-04-05 01:00,5.5,160
211,인제,2019-04-05 02:00,6,160
211,인제,2019-04-05 03:00,5.8,180
211,인제,2019-04-05 04:00,5.8,160
211,인제,2019-04-05 05:00,5,160
211,인제,2019-04-05 06:00,4.6,160
211,인제,2019-04-05 07:00,4,160
211,인제,2019-04-05 08:00,5.4,180
211,인제,2019-04-05 09:00,4,160
211,인제,2019-04-05 10:00,5.2,180
211,인제,2019-04-05 11:00,5.1,180
211,인제,2019-04-05 12:00,5.4,180
211,인제,2019-04-05 13:00,5.2,160
211,인제,2019-04-05 14:00,4.5,180
211,인제,2019-04-05 15:00,3.8,230
211,인제,2019-04-05 16:00,4.2,160
211,인제,2019-04-05 17:00,2.3,320
211,인제,2019-04-05 18:00,2,200
211,인제,2019-04-05 19:00,1.2,200
211,인제,2019-04-05 20:00,.9,290
211,인제,2019-04-05 21:00,.8,50
211,인제,2019-04-05 22:00,.9,340
211,인제,2019-04-05 23:00,.3,0
211,인제,2019-04-06 00:00,.3,0
