지점,지점명,일시,풍속(m/s),풍향(16방위)
238,금산,2019-04-05 01:00,1.1,320
238,금산,2019-04-05 02:00,1.1,290
238,금산,2019-04-05 03:00,.5,230
238,금산,2019-04-05 04:00,1.3,50
238,금산,2019-04-05 05:00,1.5,320
238,금산,2019-04-05 06:00,.7,320
238,금산,2019-04-05 07:00,1.9,110
238,금산,2019-04-05 08:00,1.3,50
238,금산,2019-04-05 09:00,2.6,270
238,금산,2019-04-05 10:00,3.5,250
238,금산,2019-04-05 11:00,3.1,250
238,금산,2019-04-05 12:00,2.6,250
238,금산,2019-04-05 13:00,3.3,230
238,금산,2019-04-05 14:00,3.5,250
238,금산,2019-04-05 15:00,2.3,270
238,금산,2019-04-05 16:00,3.9,270
238,금산,2019-04-05 17:00,3.4,270
238,금산,2019-04-05 18:00,2,270
238,금산,2019-04-05 19:00,1.6,270
238,금산,2019-04-05 20:00,2.5,270
238,금산,2019-04-05 21:00,2.4,270
238,금산,2019-04-05 22:00,2.2,290
238,금산,2019-04-05 23:00,1.2,340
238,금산,2019-04-06 00:00,.5,340
