1,37.495,127.06,19
2,37.55,127.15,17
3,37.639,127.01,17
4,37.561,126.82,16
5,37.468,126.95,25
6,37.546,127.09,22
7,37.495,126.86,19
8,37.46,126.9,17
9,37.653,127.07,19
10,37.669,127.03,20
11,37.582,127.06,17
12,37.498,126.95,19
13,37.56,126.91,26
14,37.578,126.94,25
15,37.474,127.03,23
16,37.551,127.04,21
17,37.606,127.02,16
18,37.504,127.11,16
19,37.525,126.85,19
20,37.522,126.91,25
21,37.531,126.98,18
22,37.618,126.93,23
23,37.595,126.98,18
24,37.564,127,16
25,37.599,127.09,20
26,37.813,127.44,16
27,37.406,127.26,34
28,37.245,126.98,21
29,37.806,127.08,30
30,37.591,127.13,25
31,37.63,127.21,25
32,37.759,126.77,32
33,37.267,127.12,23
34,37.237,127.2,18
35,37.215,126.8,33
36,37.519,126.78,42
37,37.45,127.16,23
38,37.348,126.94,46
39,37.241,126.58,29
40,37.454,126.79,33
41,37.612,127.14,35
42,37.209,127.08,25
43,37.665,127.11,28
44,37.427,127,24
45,37.924,127.07,26
46,37.462,127.14,29
47,37.291,126.87,32
48,37.667,127.11,35
49,37.007,127.28,42
50,37.32,126.96,69
51,37.342,126.96,26
52,37.862,127.16,27
53,37.475,126.79,40
54,37.44,126.88,37
55,37.085,127.05,20
56,35.777,126.92,22
57,37.411,126.92,26
58,37.39,126.93,31
59,37.256,127.07,25
60,37.151,127.07,24
61,37.538,126.78,27
62,37.523,127.59,24
63,37.728,126.74,33
64,37.39,127.05,27
65,37.328,126.8,27
66,37.312,126.79,31
67,37.723,126.55,33
68,37.745,127.05,24
69,37.739,127.05,27
70,37.353,126.74,43
71,37.363,127.12,26
72,37.671,126.76,28
73,37.496,126.77,31
74,37.437,126.98,43
75,37.283,127.45,26
76,37.297,126.98,27
77,37.478,126.87,31
78,37.619,126.84,32
79,37.381,126.96,37
80,37.265,126.95,22
81,37.311,126.83,27
82,37.653,127.32,24
83,37.609,126.67,28
84,37.545,126.72,33
85,37.392,126.71,28
86,37.449,126.71,35
87,37.405,126.73,36
88,37.405,126.66,26
89,37.496,126.72,24
90,37.505,126.67,29
91,37.38,126.65,26
92,37.475,126.65,29
93,37.473,126.68,38
94,37.463,126.65,26
95,37.47,126.63,32
96,37.546,126.67,28
97,37.468,126.46,28
98,37.594,126.7,29
99,37.532,126.62,31
100,38.223,127.31,20
101,37.411,129.17,35
102,37.3,127.81,30
103,37.326,127.99,27
104,38.383,128.46,26
105,37.861,127.75,25
106,38.21,128.58,30
107,38.019,128.6,18
108,37.187,128.52,38
109,37.758,128.9,42
110,37.374,128.65,34
111,37.363,127.95,40
112,37.35,127.95,20
113,37.521,129.1,38
114,37.172,128.98,24
115,37.369,128.39,36
116,37.664,127.87,22
117,38.149,127.71,6
118,37.519,128.12,50
119,36.48,127.08,31
120,36.096,127.47,42
121,36.658,126.74,26
122,36.2,127.09,30
123,36.889,126.64,31
124,36.945,126.43,26
125,36.354,126.58,28
126,36.739,126.9,34
127,36.989,126.35,30
128,36.786,126.46,28
129,36.912,127.04,38
130,36.783,127.02,23
131,36.755,127.06,41
132,36.821,127.11,22
133,36.285,126.94,16
134,36.158,126.55,28
135,36.084,126.7,26
136,36.874,127.19,34
137,36.941,126.68,36
138,36.279,127.22,22
139,36.66,126.81,34
140,36.018,126.69,21
141,36.38,126.55,26
142,36.447,126.79,28
143,36.759,126.3,27
144,36.603,126.66,28
145,36.798,127.17,26
146,367.98,1271.7,24
147,36.513,126.8,34
148,36.349,127.39,16
149,36.318,127.44,36
150,36.448,127.4,30
151,36.343,127.34,21
152,36.345,127.43,35
153,36.379,127.42,22
154,36.306,127.36,16
155,36.831,127.8,34
156,37.049,128.3,46
157,36.507,127.73,42
158,36.673,127.47,24
159,36.608,127.47,34
160,36.646,127.44,24
161,36.174,127.81,55
162,36.639,127.32,22
163,36.736,127.42,26
164,36.309,127.57,49
165,36.64,127.51,24
166,36.616,127.52,18
167,36.949,127.66,22
168,37.149,128.23,37
169,36.787,127.61,24
170,36.852,127.42,15
171,36.984,127.91,29
172,36.951,127.93,27
173,35.101,129.03,29
174,35.161,129.11,36
175,35.131,128.86,40
176,35.139,129.1,29
177,35.209,128.97,30
178,35.212,129.02,31
179,35.174,128.99,30
180,35.206,129.1,37
181,35.234,129.1,24
182,35.132,129.04,29
183,35.183,129.09,36
184,35.157,129.07,54
185,35.189,129.18,35
186,35.278,129.07,24
187,35.138,128.99,42
188,35.626,129.35,33
189,35.505,129.41,31
190,35.544,129.26,25
191,35.499,129.33,34
192,35.538,129.11,28
193,35.542,129.35,34
194,35.553,129.32,35
195,35.535,129.31,16
196,35.525,129.33,24
197,35.577,129.33,26
198,35.524,129.35,36
199,35.514,129.43,25
200,35.894,128.57,27
201,35.877,128.46,31
202,35.841,128.57,15
203,35.861,128.65,34
204,35.865,128.71,34
205,35.875,128.59,32
206,35.844,128.69,25
207,35.885,128.62,24
208,35.687,128.48,30
209,35.874,128.54,31
210,35.825,128.64,12
211,35.802,128.52,21
212,35.921,128.55,38
213,35.836,128.48,27
214,36.145,128.15,61
215,36.015,129.36,37
216,35.944,129.35,34
217,36.584,128.74,37
218,36.412,128.16,52
219,36.936,129.32,63
220,36.129,128.34,44
221,36.082,129.38,28
222,35.828,128.74,38
223,36.008,128.47,25
224,35.274,128.4,24
225,35.692,127.9,48
226,35.159,128.69,35
227,34.971,128.32,35
228,34.834,127.89,35
229,35.488,128.8,28
230,35.194,128.08,28
231,35.246,128.89,33
232,35.246,128.64,37
233,34.863,128.43,33
234,35.221,128.6,30
235,35.346,129.05,29
236,35.093,128.12,40
237,35.217,128.71,34
238,35.259,128.91,27
239,35.411,129.18,15
240,35.183,128.11,31
241,35.204,128.07,42
242,35.183,128.72,29
243,34.871,128.68,43
244,35.231,128.69,27
245,35.191,128.64,29
246,35.277,128.39,25
247,35.698,127.91,44
248,34.601,127.28,12
249,34.964,127.6,25
250,34.765,126.45,28
251,35.32,126.98,24
252,34.757,127.74,18
253,34.993,126.47,23
254,34.756,127.7,20
255,34.804,126.43,22
256,35.018,126.79,19
257,34.826,127.71,12
258,34.742,127.72,15
259,34.886,127.51,24
260,34.93,127.55,41
261,34.83,126.09,22
262,34.331,126.85,19
263,34.778,127.65,17
264,34.94,127.52,31
265,35.294,126.51,20
266,34.972,127.5,22
267,34.846,127.73,28
268,34.854,127.58,16
269,35.326,126.81,37
270,34.95,127.49,29
271,34.687,126.9,24
272,34.94,127.69,24
273,34.493,126.25,23
274,35.046,127.69,29
275,34.946,127.75,26
276,35.07,126.5,23
277,34.563,126.57,17
278,34.899,127.56,21
279,35.059,126.96,26
280,34.684,127.58,13
281,35.227,126.88,28
282,35.153,126.89,18
283,35.174,126.94,17
284,35.142,126.93,26
285,35.136,126.8,10
286,35.203,126.8,23
287,35.131,126.89,26
288,35.967,126.76,37
289,35.97,127.22,53
290,35.43,126.7,32
291,35.823,127.16,22
292,35.952,126.94,30
293,36.028,127.66,18
294,35.708,126.75,32
295,35.966,126.76,39
296,35.796,127.12,42
297,35.96,126.57,25
298,35.857,127.13,30
299,35.371,127.13,27
300,35.7,126.88,21
301,35.977,126.7,43
302,35.508,126.55,41
303,35.797,127.12,43
304,35.773,127.44,48
305,35.856,127.1,47
306,33.256,126.25,16
307,33.291,126.55,47
308,33.409,126.87,52
309,33.462,126.49,31
310,33.5,126.53,28
311,36.528,127.37,28
312,36.323,127.44,26
313,36.511,127.25,30
314,36.512,127.25,21
