1,37.495,127.06,15
2,37.55,127.15,16
3,37.639,127.01,11
4,37.561,126.82,18
5,37.468,126.95,13
6,37.546,127.09,22
7,37.495,126.86,13
8,37.46,126.9,18
9,37.653,127.07,16
10,37.669,127.03,10
11,37.582,127.06,13
12,37.498,126.95,16
13,37.56,126.91,16
14,37.578,126.94,19
15,37.474,127.03,21
16,37.551,127.04,14
17,37.606,127.02,14
18,37.504,127.11,9
19,37.525,126.85,16
20,37.522,126.91,20
21,37.531,126.98,16
22,37.618,126.93,13
23,37.595,126.98,17
24,37.564,127,14
25,37.599,127.09,14
26,37.813,127.44,60
27,37.406,127.26,114
28,37.245,126.98,59
29,37.806,127.08,102
30,37.591,127.13,54
31,37.63,127.21,71
32,37.759,126.77,98
33,37.267,127.12,99
34,37.237,127.2,82
35,37.215,126.8,100
36,37.519,126.78,68
37,37.45,127.16,68
38,37.348,126.94,73
39,37.241,126.58,73
40,37.454,126.79,80
41,37.612,127.14,60
42,37.209,127.08,78
43,37.665,127.11,68
44,37.427,127,66
45,37.924,127.07,76
46,37.462,127.14,69
47,37.291,126.87,65
48,37.667,127.11,71
49,37.007,127.28,116
50,37.32,126.96,86
51,37.342,126.96,86
52,37.862,127.16,87
53,37.475,126.79,67
54,37.44,126.88,97
55,37.085,127.05,65
56,35.777,126.92,83
57,37.411,126.92,84
58,37.39,126.93,65
59,37.256,127.07,82
60,37.151,127.07,80
61,37.538,126.78,115
62,37.523,127.59,82
63,37.728,126.74,94
64,37.39,127.05,80
65,37.328,126.8,80
66,37.312,126.79,90
67,37.723,126.55,81
68,37.745,127.05,89
69,37.739,127.05,80
70,37.353,126.74,91
71,37.363,127.12,74
72,37.671,126.76,75
73,37.496,126.77,74
74,37.437,126.98,104
75,37.283,127.45,80
76,37.297,126.98,86
77,37.478,126.87,82
78,37.619,126.84,68
79,37.381,126.96,74
80,37.265,126.95,71
81,37.311,126.83,72
82,37.653,127.32,71
83,37.609,126.67,52
84,37.545,126.72,63
85,37.392,126.71,55
86,37.449,126.71,50
87,37.405,126.73,66
88,37.405,126.66,59
89,37.496,126.72,54
90,37.505,126.67,60
91,37.38,126.65,68
92,37.475,126.65,64
93,37.473,126.68,67
94,37.463,126.65,61
95,37.47,126.63,81
96,37.546,126.67,58
97,37.468,126.46,58
98,37.594,126.7,56
99,37.532,126.62,54
100,38.223,127.31,109
101,37.411,129.17,133
102,37.3,127.81,73
103,37.326,127.99,186
104,38.383,128.46,85
105,37.861,127.75,92
106,38.21,128.58,102
107,38.019,128.6,86
108,37.187,128.52,198
109,37.758,128.9,108
110,37.374,128.65,132
111,37.363,127.95,175
112,37.35,127.95,97
113,37.521,129.1,120
114,37.172,128.98,96
115,37.369,128.39,191
116,37.664,127.87,136
117,38.149,127.71,117
118,37.519,128.12,168
119,36.48,127.08,140
120,36.096,127.47,156
121,36.658,126.74,119
122,36.2,127.09,151
123,36.889,126.64,101
124,36.945,126.43,80
125,36.354,126.58,88
126,36.739,126.9,113
127,36.989,126.35,84
128,36.786,126.46,105
129,36.912,127.04,117
130,36.783,127.02,122
131,36.755,127.06,124
132,36.821,127.11,126
133,36.285,126.94,113
134,36.158,126.55,88
135,36.084,126.7,118
136,36.874,127.19,126
137,36.941,126.68,105
138,36.279,127.22,133
139,36.66,126.81,109
140,36.018,126.69,125
141,36.38,126.55,123
142,36.447,126.79,105
143,36.759,126.3,100
144,36.603,126.66,79
145,36.798,127.17,163
146,367.98,1271.7,180
147,36.513,126.8,165
148,36.349,127.39,137
149,36.318,127.44,167
150,36.448,127.4,192
151,36.343,127.34,182
152,36.345,127.43,167
153,36.379,127.42,165
154,36.306,127.36,146
155,36.831,127.8,115
156,37.049,128.3,162
157,36.507,127.73,180
158,36.673,127.47,160
159,36.608,127.47,122
160,36.646,127.44,117
161,36.174,127.81,169
162,36.639,127.32,132
163,36.736,127.42,133
164,36.309,127.57,163
165,36.64,127.51,140
166,36.616,127.52,120
167,36.949,127.66,125
168,37.149,128.23,187
169,36.787,127.61,124
170,36.852,127.42,115
171,36.984,127.91,141
172,36.951,127.93,141
173,35.101,129.03,101
174,35.161,129.11,85
175,35.131,128.86,94
176,35.139,129.1,88
177,35.209,128.97,117
178,35.212,129.02,113
179,35.174,128.99,91
180,35.206,129.1,91
181,35.234,129.1,100
182,35.132,129.04,85
183,35.183,129.09,102
184,35.157,129.07,126
185,35.189,129.18,83
186,35.278,129.07,112
187,35.138,128.99,104
188,35.626,129.35,112
189,35.505,129.41,116
190,35.544,129.26,134
191,35.499,129.33,164
192,35.538,129.11,147
193,35.542,129.35,127
194,35.553,129.32,126
195,35.535,129.31,121
196,35.525,129.33,132
197,35.577,129.33,108
198,35.524,129.35,153
199,35.514,129.43,127
200,35.894,128.57,48
201,35.877,128.46,42
202,35.841,128.57,42
203,35.861,128.65,54
204,35.865,128.71,59
205,35.875,128.59,46
206,35.844,128.69,45
207,35.885,128.62,48
208,35.687,128.48,97
209,35.874,128.54,50
210,35.825,128.64,46
211,35.802,128.52,34
212,35.921,128.55,57
213,35.836,128.48,57
214,36.145,128.15,87
215,36.015,129.36,81
216,35.944,129.35,64
217,36.584,128.74,84
218,36.412,128.16,125
219,36.936,129.32,128
220,36.129,128.34,104
221,36.082,129.38,66
222,35.828,128.74,95
223,36.008,128.47,58
224,35.274,128.4,40
225,35.692,127.9,68
226,35.159,128.69,108
227,34.971,128.32,106
228,34.834,127.89,107
229,35.488,128.8,149
230,35.194,128.08,58
231,35.246,128.89,63
232,35.246,128.64,87
233,34.863,128.43,105
234,35.221,128.6,96
235,35.346,129.05,81
236,35.093,128.12,49
237,35.217,128.71,91
238,35.259,128.91,83
239,35.411,129.18,107
240,35.183,128.11,69
241,35.204,128.07,116
242,35.183,128.72,78
243,34.871,128.68,86
244,35.231,128.69,98
245,35.191,128.64,113
246,35.277,128.39,105
247,35.698,127.91,40
248,34.601,127.28,92
249,34.964,127.6,93
250,34.765,126.45,120
251,35.32,126.98,164
252,34.757,127.74,118
253,34.993,126.47,209
254,34.756,127.7,93
255,34.804,126.43,207
256,35.018,126.79,125
257,34.826,127.71,113
258,34.742,127.72,140
259,34.886,127.51,107
260,34.93,127.55,155
261,34.83,126.09,167
262,34.331,126.85,68
263,34.778,127.65,129
264,34.94,127.52,130
265,35.294,126.51,176
266,34.972,127.5,193
267,34.846,127.73,130
268,34.854,127.58,103
269,35.326,126.81,213
270,34.95,127.49,138
271,34.687,126.9,81
272,34.94,127.69,130
273,34.493,126.25,106
274,35.046,127.69,121
275,34.946,127.75,111
276,35.07,126.5,186
