지점,지점명,일시,풍속(m/s),풍향(16방위)
257,양산시,2019-04-05 01:00,1.3,250
257,양산시,2019-04-05 02:00,2.2,230
257,양산시,2019-04-05 03:00,2.3,230
257,양산시,2019-04-05 04:00,1,290
257,양산시,2019-04-05 05:00,1.5,200
257,양산시,2019-04-05 06:00,1.6,200
257,양산시,2019-04-05 07:00,2,200
257,양산시,2019-04-05 08:00,1.3,230
257,양산시,2019-04-05 09:00,3.2,230
257,양산시,2019-04-05 10:00,3.4,250
257,양산시,2019-04-05 11:00,5.4,250
257,양산시,2019-04-05 12:00,5.1,230
257,양산시,2019-04-05 13:00,4.5,230
257,양산시,2019-04-05 14:00,5.3,230
257,양산시,2019-04-05 15:00,4.9,230
257,양산시,2019-04-05 16:00,4.3,230
257,양산시,2019-04-05 17:00,3.9,230
257,양산시,2019-04-05 18:00,4.6,290
257,양산시,2019-04-05 19:00,2.9,230
257,양산시,2019-04-05 20:00,1.7,250
257,양산시,2019-04-05 21:00,2.4,230
257,양산시,2019-04-05 22:00,2.1,230
257,양산시,2019-04-05 23:00,.9,140
257,양산시,2019-04-06 00:00,.4,0
