지점,지점명,일시,풍속(m/s),풍향(16방위)
272,영주,2019-04-05 01:00,.4,0
272,영주,2019-04-05 02:00,1,140
272,영주,2019-04-05 03:00,2.5,320
272,영주,2019-04-05 04:00,1,360
272,영주,2019-04-05 05:00,1.2,340
272,영주,2019-04-05 06:00,.6,110
272,영주,2019-04-05 07:00,2.1,160
272,영주,2019-04-05 08:00,1.9,160
272,영주,2019-04-05 09:00,1.9,340
272,영주,2019-04-05 10:00,4.8,320
272,영주,2019-04-05 11:00,4.4,290
272,영주,2019-04-05 12:00,3.4,290
272,영주,2019-04-05 13:00,4.9,320
272,영주,2019-04-05 14:00,7.8,320
272,영주,2019-04-05 15:00,8.8,320
272,영주,2019-04-05 16:00,6.9,320
272,영주,2019-04-05 17:00,7.2,320
272,영주,2019-04-05 18:00,7.9,320
272,영주,2019-04-05 19:00,5.9,320
272,영주,2019-04-05 20:00,4.2,290
272,영주,2019-04-05 21:00,4.4,320
272,영주,2019-04-05 22:00,4.7,340
272,영주,2019-04-05 23:00,4.3,320
272,영주,2019-04-06 00:00,2,250
