지점,지점명,일시,풍속(m/s),풍향(16방위)
226,보은,2019-04-05 01:00,.1,0
226,보은,2019-04-05 02:00,.7,360
226,보은,2019-04-05 03:00,.5,180
226,보은,2019-04-05 04:00,1.2,340
226,보은,2019-04-05 05:00,.7,140
226,보은,2019-04-05 06:00,2.2,180
226,보은,2019-04-05 07:00,.8,160
226,보은,2019-04-05 08:00,2.1,230
226,보은,2019-04-05 09:00,1.7,230
226,보은,2019-04-05 10:00,.2,0
226,보은,2019-04-05 11:00,2.4,270
226,보은,2019-04-05 12:00,2.6,250
226,보은,2019-04-05 13:00,3.6,200
226,보은,2019-04-05 14:00,2.5,270
226,보은,2019-04-05 15:00,3.4,290
226,보은,2019-04-05 16:00,4.5,290
226,보은,2019-04-05 17:00,5.1,320
226,보은,2019-04-05 18:00,5.1,320
226,보은,2019-04-05 19:00,3.6,320
226,보은,2019-04-05 20:00,1.5,340
226,보은,2019-04-05 21:00,.6,320
226,보은,2019-04-05 22:00,.6,110
226,보은,2019-04-05 23:00,.2,0
226,보은,2019-04-06 00:00,0,0
