지점,지점명,일시,풍속(m/s),풍향(16방위)
192,진주,2019-04-05 01:00,1.2,140
192,진주,2019-04-05 02:00,1.2,270
192,진주,2019-04-05 03:00,0,0
192,진주,2019-04-05 04:00,.1,0
192,진주,2019-04-05 05:00,.9,50
192,진주,2019-04-05 06:00,.4,0
192,진주,2019-04-05 07:00,.6,70
192,진주,2019-04-05 08:00,.9,110
192,진주,2019-04-05 09:00,.7,180
192,진주,2019-04-05 10:00,1.5,70
192,진주,2019-04-05 11:00,.9,340
192,진주,2019-04-05 12:00,3.9,250
192,진주,2019-04-05 13:00,3.7,250
192,진주,2019-04-05 14:00,2.9,250
192,진주,2019-04-05 15:00,3.3,250
192,진주,2019-04-05 16:00,2.3,270
192,진주,2019-04-05 17:00,2.7,340
192,진주,2019-04-05 18:00,3.3,250
192,진주,2019-04-05 19:00,.9,250
192,진주,2019-04-05 20:00,.6,180
192,진주,2019-04-05 21:00,.9,360
192,진주,2019-04-05 22:00,1.1,320
192,진주,2019-04-05 23:00,.3,0
192,진주,2019-04-06 00:00,.4,0
