지점,지점명,일시,풍속(m/s),풍향(16방위)
174,순천,2019-04-05 01:00,1.6,340
174,순천,2019-04-05 02:00,.9,320
174,순천,2019-04-05 03:00,1.3,320
174,순천,2019-04-05 04:00,.4,0
174,순천,2019-04-05 05:00,.3,0
174,순천,2019-04-05 06:00,.5,110
174,순천,2019-04-05 07:00,.8,200
174,순천,2019-04-05 08:00,2,360
174,순천,2019-04-05 09:00,2.4,340
174,순천,2019-04-05 10:00,3.1,340
174,순천,2019-04-05 11:00,2.8,290
174,순천,2019-04-05 12:00,4.1,290
174,순천,2019-04-05 13:00,4.3,340
174,순천,2019-04-05 14:00,4.4,290
174,순천,2019-04-05 15:00,3.7,320
174,순천,2019-04-05 16:00,4.9,290
174,순천,2019-04-05 17:00,4.7,320
174,순천,2019-04-05 18:00,3.1,320
174,순천,2019-04-05 19:00,1.3,340
174,순천,2019-04-05 20:00,2.3,340
174,순천,2019-04-05 21:00,3.6,320
174,순천,2019-04-05 22:00,3.4,320
174,순천,2019-04-05 23:00,3.3,290
174,순천,2019-04-06 00:00,3.1,290
