지점,지점명,일시,풍속(m/s),풍향(16방위)
283,경주시,2019-04-05 01:00,3.9,250
283,경주시,2019-04-05 02:00,3.6,270
283,경주시,2019-04-05 03:00,2.2,250
283,경주시,2019-04-05 04:00,2.6,270
283,경주시,2019-04-05 05:00,1.1,160
283,경주시,2019-04-05 06:00,1.8,250
283,경주시,2019-04-05 07:00,3.3,270
283,경주시,2019-04-05 08:00,2.5,250
283,경주시,2019-04-05 09:00,2.5,290
283,경주시,2019-04-05 10:00,5.7,270
283,경주시,2019-04-05 11:00,4.6,270
283,경주시,2019-04-05 12:00,4,290
283,경주시,2019-04-05 13:00,3.5,320
283,경주시,2019-04-05 14:00,6.9,290
283,경주시,2019-04-05 15:00,5.7,290
283,경주시,2019-04-05 16:00,5,270
283,경주시,2019-04-05 17:00,4.4,290
283,경주시,2019-04-05 18:00,5.9,270
283,경주시,2019-04-05 19:00,3.7,270
283,경주시,2019-04-05 20:00,3.4,290
283,경주시,2019-04-05 21:00,2.2,290
283,경주시,2019-04-05 22:00,3.7,360
283,경주시,2019-04-05 23:00,3.8,50
283,경주시,2019-04-06 00:00,2.5,320
