지점,지점명,일시,풍속(m/s),풍향(16방위)
98,동두천,2019-04-05 01:00,3.8,180
98,동두천,2019-04-05 02:00,3.5,200
98,동두천,2019-04-05 03:00,.9,250
98,동두천,2019-04-05 04:00,2.6,180
98,동두천,2019-04-05 05:00,2.4,180
98,동두천,2019-04-05 06:00,1.8,200
98,동두천,2019-04-05 07:00,2.2,250
98,동두천,2019-04-05 08:00,2.7,230
98,동두천,2019-04-05 09:00,3.2,250
98,동두천,2019-04-05 10:00,2.9,250
98,동두천,2019-04-05 11:00,3.8,250
98,동두천,2019-04-05 12:00,4.6,270
98,동두천,2019-04-05 13:00,4.6,290
98,동두천,2019-04-05 14:00,4.2,290
98,동두천,2019-04-05 15:00,4.3,290
98,동두천,2019-04-05 16:00,5.2,270
98,동두천,2019-04-05 17:00,4.2,270
98,동두천,2019-04-05 18:00,5.2,290
98,동두천,2019-04-05 19:00,4.1,290
98,동두천,2019-04-05 20:00,1.8,230
98,동두천,2019-04-05 21:00,1.4,290
98,동두천,2019-04-05 22:00,1,50
98,동두천,2019-04-05 23:00,.7,360
98,동두천,2019-04-06 00:00,1.1,50
