지점,지점명,일시,풍속(m/s),풍향(16방위)
232,천안,2019-04-05 01:00,.9,230
232,천안,2019-04-05 02:00,1.2,200
232,천안,2019-04-05 03:00,1.4,180
232,천안,2019-04-05 04:00,1.8,200
232,천안,2019-04-05 05:00,1.5,200
232,천안,2019-04-05 06:00,1.6,200
232,천안,2019-04-05 07:00,.6,200
232,천안,2019-04-05 08:00,.9,360
232,천안,2019-04-05 09:00,1.5,230
232,천안,2019-04-05 10:00,1.5,250
232,천안,2019-04-05 11:00,2.7,250
232,천안,2019-04-05 12:00,2.8,250
232,천안,2019-04-05 13:00,4.1,270
232,천안,2019-04-05 14:00,3.4,270
232,천안,2019-04-05 15:00,4.8,270
232,천안,2019-04-05 16:00,3.2,270
232,천안,2019-04-05 17:00,2.9,320
232,천안,2019-04-05 18:00,3.2,290
232,천안,2019-04-05 19:00,2.4,270
232,천안,2019-04-05 20:00,1.7,270
232,천안,2019-04-05 21:00,2.2,250
232,천안,2019-04-05 22:00,.9,290
232,천안,2019-04-05 23:00,1.6,270
232,천안,2019-04-06 00:00,1.2,250
