지점,지점명,일시,풍속(m/s),풍향(16방위)
138,포항,2019-04-05 01:00,5.1,230
138,포항,2019-04-05 02:00,5.2,230
138,포항,2019-04-05 03:00,3.6,230
138,포항,2019-04-05 04:00,3.3,230
138,포항,2019-04-05 05:00,5.6,230
138,포항,2019-04-05 06:00,5.5,230
138,포항,2019-04-05 07:00,4.8,230
138,포항,2019-04-05 08:00,4.4,250
138,포항,2019-04-05 09:00,3,200
138,포항,2019-04-05 10:00,4,230
138,포항,2019-04-05 11:00,4.1,230
138,포항,2019-04-05 12:00,4.3,250
138,포항,2019-04-05 13:00,4.6,270
138,포항,2019-04-05 14:00,4.3,290
138,포항,2019-04-05 15:00,4.7,270
138,포항,2019-04-05 16:00,3.9,270
138,포항,2019-04-05 17:00,4.7,250
138,포항,2019-04-05 18:00,3.6,270
138,포항,2019-04-05 19:00,3.2,270
138,포항,2019-04-05 20:00,3.6,360
138,포항,2019-04-05 21:00,2.9,20
138,포항,2019-04-05 22:00,1.2,360
138,포항,2019-04-05 23:00,1,320
138,포항,2019-04-06 00:00,.7,290
