지점,지점명,일시,풍속(m/s),풍향(16방위)
244,임실,2019-04-05 01:00,.2,0
244,임실,2019-04-05 02:00,.5,320
244,임실,2019-04-05 03:00,.7,290
244,임실,2019-04-05 04:00,.2,0
244,임실,2019-04-05 05:00,.2,0
244,임실,2019-04-05 06:00,.5,320
244,임실,2019-04-05 07:00,.7,320
244,임실,2019-04-05 08:00,3,180
244,임실,2019-04-05 09:00,3.7,180
244,임실,2019-04-05 10:00,3.7,160
244,임실,2019-04-05 11:00,2.8,160
244,임실,2019-04-05 12:00,1.1,180
244,임실,2019-04-05 13:00,1.1,20
244,임실,2019-04-05 14:00,2.6,290
244,임실,2019-04-05 15:00,2.6,340
244,임실,2019-04-05 16:00,4.3,290
244,임실,2019-04-05 17:00,3.2,290
244,임실,2019-04-05 18:00,3.7,320
244,임실,2019-04-05 19:00,2,320
244,임실,2019-04-05 20:00,1.9,320
244,임실,2019-04-05 21:00,1,320
244,임실,2019-04-05 22:00,.5,360
244,임실,2019-04-05 23:00,.3,0
244,임실,2019-04-06 00:00,.3,0
