지점,지점명,일시,풍속(m/s),풍향(16방위)
102,백령도,2019-04-05 01:00,10.5,230
102,백령도,2019-04-05 02:00,10,230
102,백령도,2019-04-05 03:00,7.9,250
102,백령도,2019-04-05 04:00,5.7,290
102,백령도,2019-04-05 05:00,5.4,290
102,백령도,2019-04-05 06:00,3.8,340
102,백령도,2019-04-05 07:00,4.1,340
102,백령도,2019-04-05 08:00,4.6,340
102,백령도,2019-04-05 09:00,7.4,340
102,백령도,2019-04-05 10:00,6.6,340
102,백령도,2019-04-05 11:00,7.2,340
102,백령도,2019-04-05 12:00,6.5,340
102,백령도,2019-04-05 13:00,4.6,340
102,백령도,2019-04-05 14:00,8.1,340
102,백령도,2019-04-05 15:00,5.3,320
102,백령도,2019-04-05 16:00,5.5,290
102,백령도,2019-04-05 17:00,4.7,320
102,백령도,2019-04-05 18:00,3.6,290
102,백령도,2019-04-05 19:00,2.4,270
102,백령도,2019-04-05 20:00,1.3,270
102,백령도,2019-04-05 21:00,3.1,290
102,백령도,2019-04-05 22:00,.3,0
102,백령도,2019-04-05 23:00,2,230
102,백령도,2019-04-06 00:00,2.9,270
