지점,지점명,일시,풍속(m/s),풍향(16방위)
289,산청,2019-04-05 01:00,.2,0
289,산청,2019-04-05 02:00,.4,0
289,산청,2019-04-05 03:00,0,0
289,산청,2019-04-05 04:00,.1,0
289,산청,2019-04-05 05:00,1.1,250
289,산청,2019-04-05 06:00,.4,0
289,산청,2019-04-05 07:00,1.7,230
289,산청,2019-04-05 08:00,2.4,360
289,산청,2019-04-05 09:00,3.1,50
289,산청,2019-04-05 10:00,3.2,50
289,산청,2019-04-05 11:00,2.7,90
289,산청,2019-04-05 12:00,6.4,360
289,산청,2019-04-05 13:00,6.7,360
289,산청,2019-04-05 14:00,5.4,360
289,산청,2019-04-05 15:00,4.7,320
289,산청,2019-04-05 16:00,4.7,290
289,산청,2019-04-05 17:00,5.2,270
289,산청,2019-04-05 18:00,6,270
289,산청,2019-04-05 19:00,5.4,270
289,산청,2019-04-05 20:00,3.7,290
289,산청,2019-04-05 21:00,2.5,20
289,산청,2019-04-05 22:00,2.4,20
289,산청,2019-04-05 23:00,.5,250
289,산청,2019-04-06 00:00,2.3,360
