지점,지점명,일시,풍속(m/s),풍향(16방위)
268,진도군,2019-04-05 01:00,.3,0
268,진도군,2019-04-05 02:00,.5,70
268,진도군,2019-04-05 03:00,1.8,230
268,진도군,2019-04-05 04:00,3.2,230
268,진도군,2019-04-05 05:00,3.6,230
268,진도군,2019-04-05 06:00,.8,250
268,진도군,2019-04-05 07:00,.2,0
268,진도군,2019-04-05 08:00,2.9,230
268,진도군,2019-04-05 09:00,2.4,250
268,진도군,2019-04-05 10:00,2.2,250
268,진도군,2019-04-05 11:00,3.9,290
268,진도군,2019-04-05 12:00,4.6,290
268,진도군,2019-04-05 13:00,3.2,290
268,진도군,2019-04-05 14:00,3.5,290
268,진도군,2019-04-05 15:00,3.4,270
268,진도군,2019-04-05 16:00,2.7,320
268,진도군,2019-04-05 17:00,1.1,320
268,진도군,2019-04-05 18:00,2.7,340
268,진도군,2019-04-05 19:00,2.3,340
268,진도군,2019-04-05 20:00,1.8,50
268,진도군,2019-04-05 21:00,.4,0
268,진도군,2019-04-05 22:00,.8,270
268,진도군,2019-04-05 23:00,1,200
268,진도군,2019-04-06 00:00,.3,0
