지점,지점명,일시,풍속(m/s),풍향(16방위)
247,남원,2019-04-05 01:00,1.1,360
247,남원,2019-04-05 02:00,1.7,360
247,남원,2019-04-05 03:00,1,360
247,남원,2019-04-05 04:00,2,360
247,남원,2019-04-05 05:00,1.6,360
247,남원,2019-04-05 06:00,1.6,360
247,남원,2019-04-05 07:00,2.4,360
247,남원,2019-04-05 08:00,.8,200
247,남원,2019-04-05 09:00,.6,140
247,남원,2019-04-05 10:00,.3,0
247,남원,2019-04-05 11:00,.7,200
247,남원,2019-04-05 12:00,.7,90
247,남원,2019-04-05 13:00,4.2,180
247,남원,2019-04-05 14:00,3.2,180
247,남원,2019-04-05 15:00,1.5,180
247,남원,2019-04-05 16:00,3.6,200
247,남원,2019-04-05 17:00,2.6,230
247,남원,2019-04-05 18:00,2.7,230
247,남원,2019-04-05 19:00,2,250
247,남원,2019-04-05 20:00,.9,340
247,남원,2019-04-05 21:00,1.3,20
247,남원,2019-04-05 22:00,1.4,360
247,남원,2019-04-05 23:00,1.3,340
247,남원,2019-04-06 00:00,2.1,360
