지점,지점명,일시,풍속(m/s),풍향(16방위)
273,문경,2019-04-05 01:00,1.4,340
273,문경,2019-04-05 02:00,1.4,340
273,문경,2019-04-05 03:00,1.6,320
273,문경,2019-04-05 04:00,1.4,340
273,문경,2019-04-05 05:00,1.1,340
273,문경,2019-04-05 06:00,1.1,290
273,문경,2019-04-05 07:00,1,320
273,문경,2019-04-05 08:00,1,110
273,문경,2019-04-05 09:00,1.7,290
273,문경,2019-04-05 10:00,3.4,320
273,문경,2019-04-05 11:00,2.5,320
273,문경,2019-04-05 12:00,4,290
273,문경,2019-04-05 13:00,2.7,290
273,문경,2019-04-05 14:00,3.3,320
273,문경,2019-04-05 15:00,6,290
273,문경,2019-04-05 16:00,4.2,290
273,문경,2019-04-05 17:00,4.4,290
273,문경,2019-04-05 18:00,6,290
273,문경,2019-04-05 19:00,2,290
273,문경,2019-04-05 20:00,2,340
273,문경,2019-04-05 21:00,2.8,290
273,문경,2019-04-05 22:00,3.7,290
273,문경,2019-04-05 23:00,4.5,320
273,문경,2019-04-06 00:00,5.8,290
