지점,지점명,일시,풍속(m/s),풍향(16방위)
216,태백,2019-04-05 01:00,3.8,230
216,태백,2019-04-05 02:00,.5,180
216,태백,2019-04-05 03:00,.7,230
216,태백,2019-04-05 04:00,3.1,270
216,태백,2019-04-05 05:00,4,250
216,태백,2019-04-05 06:00,3.4,270
216,태백,2019-04-05 07:00,3.4,270
216,태백,2019-04-05 08:00,3.1,250
216,태백,2019-04-05 09:00,3.6,250
216,태백,2019-04-05 10:00,3.4,250
216,태백,2019-04-05 11:00,5.2,230
216,태백,2019-04-05 12:00,6.2,230
216,태백,2019-04-05 13:00,3.5,250
216,태백,2019-04-05 14:00,1.2,230
216,태백,2019-04-05 15:00,2,290
216,태백,2019-04-05 16:00,2.1,250
216,태백,2019-04-05 17:00,2.5,270
216,태백,2019-04-05 18:00,1.5,290
216,태백,2019-04-05 19:00,.8,250
216,태백,2019-04-05 20:00,.5,270
216,태백,2019-04-05 21:00,.5,250
216,태백,2019-04-05 22:00,.5,250
216,태백,2019-04-05 23:00,.6,160
216,태백,2019-04-06 00:00,.3,0
