지점,지점명,일시,풍속(m/s),풍향(16방위)
168,여수,2019-04-05 01:00,5.1,250
168,여수,2019-04-05 02:00,3.6,270
168,여수,2019-04-05 03:00,3.7,270
168,여수,2019-04-05 04:00,3.1,290
168,여수,2019-04-05 05:00,1.1,290
168,여수,2019-04-05 06:00,3.4,290
168,여수,2019-04-05 07:00,3.4,290
168,여수,2019-04-05 08:00,4.8,290
168,여수,2019-04-05 09:00,5,290
168,여수,2019-04-05 10:00,6.4,290
168,여수,2019-04-05 11:00,5.5,230
168,여수,2019-04-05 12:00,6.6,230
168,여수,2019-04-05 13:00,7.1,230
168,여수,2019-04-05 14:00,6.5,270
168,여수,2019-04-05 15:00,6.1,270
168,여수,2019-04-05 16:00,6.5,250
168,여수,2019-04-05 17:00,6.4,230
168,여수,2019-04-05 18:00,4.6,250
168,여수,2019-04-05 19:00,5.4,270
168,여수,2019-04-05 20:00,5.4,290
168,여수,2019-04-05 21:00,2.3,290
168,여수,2019-04-05 22:00,5.3,290
168,여수,2019-04-05 23:00,5.2,290
168,여수,2019-04-06 00:00,5.7,290
