지점,지점명,일시,풍속(m/s),풍향(16방위)
119,수원,2019-04-05 01:00,.9,140
119,수원,2019-04-05 02:00,1.4,160
119,수원,2019-04-05 03:00,1.1,140
119,수원,2019-04-05 04:00,1.2,140
119,수원,2019-04-05 05:00,1.7,180
119,수원,2019-04-05 06:00,1,160
119,수원,2019-04-05 07:00,.2,0
119,수원,2019-04-05 08:00,.1,0
119,수원,2019-04-05 09:00,2.5,250
119,수원,2019-04-05 10:00,3.5,250
119,수원,2019-04-05 11:00,3,250
119,수원,2019-04-05 12:00,4.5,270
119,수원,2019-04-05 13:00,4,270
119,수원,2019-04-05 14:00,5.9,270
119,수원,2019-04-05 15:00,4.9,250
119,수원,2019-04-05 16:00,4.8,290
119,수원,2019-04-05 17:00,4.3,290
119,수원,2019-04-05 18:00,3.3,270
119,수원,2019-04-05 19:00,3.4,270
119,수원,2019-04-05 20:00,1.8,250
119,수원,2019-04-05 21:00,2.6,270
119,수원,2019-04-05 22:00,2.2,270
119,수원,2019-04-05 23:00,1.2,360
119,수원,2019-04-06 00:00,.1,0
