지점,지점명,일시,풍속(m/s),풍향(16방위)
285,합천,2019-04-05 01:00,2.8,200
285,합천,2019-04-05 02:00,2,230
285,합천,2019-04-05 03:00,1.6,230
285,합천,2019-04-05 04:00,3.5,230
285,합천,2019-04-05 05:00,2.1,230
285,합천,2019-04-05 06:00,1.8,230
285,합천,2019-04-05 07:00,2.1,230
285,합천,2019-04-05 08:00,2.4,200
285,합천,2019-04-05 09:00,2.4,250
285,합천,2019-04-05 10:00,2.2,270
285,합천,2019-04-05 11:00,3.4,250
285,합천,2019-04-05 12:00,3.7,270
285,합천,2019-04-05 13:00,3.3,250
285,합천,2019-04-05 14:00,2.6,250
285,합천,2019-04-05 15:00,2.6,270
285,합천,2019-04-05 16:00,3,270
285,합천,2019-04-05 17:00,3.3,250
285,합천,2019-04-05 18:00,2.6,230
285,합천,2019-04-05 19:00,1.9,270
285,합천,2019-04-05 20:00,2.2,250
285,합천,2019-04-05 21:00,2.7,270
285,합천,2019-04-05 22:00,2.2,270
285,합천,2019-04-05 23:00,.7,230
285,합천,2019-04-06 00:00,1.9,290
